time,MT_001,MT_002,MT_003,MT_004,MT_005,MT_006,MT_007,MT_008,MT_009,MT_010,MT_011,MT_012,MT_013,MT_014,MT_015,MT_016,MT_017,MT_018,MT_019,MT_020
06/11/2017 00:00:00,97623.79194,97779.856485,95755.401448,92814.86204,88913.023829,85030.837863,80099.491695,74830.908093,70012.37455,64613.5114,63269.253902,65032.808152,67536.840341,68860.188058,72641.081247,78489.27021,83514.356466,87981.249788,91611.506054,94836.719759
06/12/2017 00:00:00,97608.529154,97764.275678,95743.313688,92808.635125,88915.028017,85025.057516,80099.475173,74830.705917,70016.751762,64628.400371,63274.052481,65022.244066,67532.391914,68858.689433,72639.192369,78489.475273,83518.426546,87985.169379,91611.467483,94827.728841
06/13/2017 00:00:00,97593.266515,97748.709788,95731.214585,92802.350565,88917.008357,85019.01845,80099.457796,74830.483553,70021.098465,64643.260825,63278.932154,65013.24469,67527.958142,68857.183987,72637.29386,78489.681403,83522.498626,87989.086407,91611.415633,94818.714405
06/14/2017 00:00:00,97578.004025,97733.158866,95719.104153,92796.043688,88918.964842,85012.656477,80099.439563,74830.240869,70025.414545,64658.092744,63284.404942,65004.831864,67523.539032,68855.671718,72635.385726,78489.888591,83526.572708,87993.000862,91611.350474,94809.676448
06/15/2017 00:00:00,97562.741682,97717.622959,95706.982405,92789.721046,88920.897463,85006.378855,80099.406578,74829.977728,70029.699887,64672.896105,63291.62237,64996.442897,67519.134589,68854.152621,72633.467974,78490.096418,83530.64879,87996.912736,91611.271977,94800.614967
06/16/2017 00:00:00,97547.479487,97702.102118,95694.849355,92783.382649,88922.806215,85000.18509,80099.364926,74829.693994,70033.954375,64687.670889,63298.885468,64988.077851,67514.744819,68852.626697,72631.540611,78490.304795,83534.726873,88000.82202,91611.180112,94791.529959
06/17/2017 00:00:00,97532.21744,97686.596392,95682.705017,92777.028506,88924.69109,84994.074691,80099.319773,74829.389531,70038.177893,64702.417076,63306.194094,64979.73679,67510.369731,68851.12894,72629.603645,78490.514077,83538.806955,88004.728705,91611.074851,94782.421421
06/18/2017 00:00:00,97516.955541,97671.105831,95670.549406,92770.658626,88926.55208,84988.047174,80099.27111,74829.065295,70042.370325,64717.134645,63313.689987,64971.419778,67506.007202,68849.696371,72627.657082,78490.724251,83542.889038,88008.632783,91610.956163,94773.289348
06/19/2017 00:00:00,97501.69379,97655.630485,95658.382535,92764.273021,88928.389178,84982.102056,80099.218927,74828.740033,70046.531555,64731.823576,63321.305563,64963.12688,67501.622167,68848.268681,72625.70093,78490.935305,83546.97312,88012.534244,91610.824018,94764.133738
06/20/2017 00:00:00,97486.432186,97640.170405,95646.204417,92757.8717,88930.202378,84976.238862,80099.163218,74828.396022,70050.661465,64746.483848,63328.98806,64954.858159,67497.247802,68846.845878,72623.735196,78491.147227,83551.059201,88016.43308,91610.678387,94754.954588
06/21/2017 00:00:00,97471.170731,97624.72564,95634.015068,92751.454672,88931.991672,84970.457117,80099.103972,74828.033153,70054.759938,64761.115442,63336.737319,64946.613681,67492.884129,68845.427967,72621.759887,78491.360004,83555.147281,88020.329281,91610.51924,94745.751895
06/22/2017 00:00:00,97455.909423,97609.296243,95621.8145,92745.021947,88934.258379,84964.756355,80099.041181,74827.651313,70058.826855,64775.718338,63344.553182,64938.39351,67488.431833,68844.014955,72619.775011,78491.573624,83559.23736,88024.22284,91610.346547,94736.525654
06/23/2017 00:00:00,97440.648263,97593.882262,95609.602727,92738.573535,88936.630808,84959.13611,80099.015758,74827.25039,70062.8621,64790.292514,63352.43549,64930.197711,67483.687255,68842.606847,72617.780574,78491.788074,83563.329437,88028.113746,91610.160278,94727.275864
06/24/2017 00:00:00,97425.387251,97578.483751,95597.379764,92732.109447,88938.97136,84953.595922,80099.000546,74826.83027,70066.865553,64804.882925,63360.384086,64922.02635,67478.95731,68841.20365,72615.776585,78492.003342,83567.423512,88032.001992,91609.960402,94718.00252
06/25/2017 00:00:00,97410.126387,97563.100759,95585.145623,92725.62969,88941.280027,84948.135336,80098.981254,74826.39084,70070.837096,64819.519675,63368.398813,64913.879493,67474.24204,68839.805371,72613.76305,78492.219416,83571.519585,88035.887567,91609.74689,94708.705619
