time,MT_001,MT_002,MT_003,MT_004,MT_005,MT_006,MT_007,MT_008,MT_009,MT_010,MT_011,MT_012,MT_013,MT_014,MT_015,MT_016,MT_017,MT_018,MT_019,MT_020
12/13/2018 00:00:00,94699.674964,94673.933221,92802.487269,90909.702602,87859.75731,84386.815148,80028.247892,74752.544082,69015.026298,66702.981244,65330.74885,64804.812609,66911.232541,68183.72562,72317.369109,78550.209926,84038.479281,88238.647733,91140.832432,93063.543313
12/14/2018 00:00:00,94694.773135,94678.091457,92809.42583,90913.504576,87863.68619,84391.675597,80029.553366,74751.835028,69013.132479,66693.891976,65312.991575,64807.114205,66906.026535,68181.702261,72319.487461,78549.246029,84032.072325,88230.28661,91133.460129,93055.381592
12/15/2018 00:00:00,94689.854316,94682.229938,92816.373131,90917.314649,87867.611912,84396.537836,80030.860628,74751.127716,69011.222828,66684.800926,65295.193839,64809.420987,66900.874908,68179.605158,72321.607681,78548.28729,84025.67944,88221.928792,91126.086458,93047.220032
12/16/2018 00:00:00,94684.918488,94686.348721,92823.329185,90921.132832,87871.534469,84401.401864,80032.169675,74750.42214,69009.297375,66675.708096,65277.355577,64811.746564,66895.777496,68177.43387,72323.729769,78547.333732,84019.300618,88213.574277,91118.711421,93039.058631
12/17/2018 00:00:00,94679.96563,94690.447862,92830.294003,90924.999993,87875.453855,84406.267681,80033.480503,74749.718298,69007.356151,66666.613485,65259.476727,64814.090915,66890.734138,68175.187952,72325.853726,78546.385376,84012.935847,88205.223063,91111.335019,93030.897391
12/18/2018 00:00:00,94674.995721,94694.527418,92837.267598,90928.954092,87879.370063,84411.135287,80034.793109,74749.016186,69005.399184,66657.517096,65241.557225,64816.454016,66885.744673,68172.86696,72327.979553,78545.442245,84006.585119,88196.87515,91103.957253,93022.73631
12/19/2018 00:00:00,94670.008743,94698.587446,92844.249981,90932.915003,87883.283087,84416.004682,80036.10749,74748.315801,69003.426505,66648.418928,65223.597008,64818.835848,66880.808939,68170.470442,72330.107252,78544.50436,84000.248423,88188.530535,91096.578125,93014.57539
12/20/2018 00:00:00,94665.004673,94702.628003,92851.241165,90936.882735,87887.192921,84420.875865,80037.423643,74747.617137,69001.438143,66639.318983,65205.596012,64821.236388,66875.146192,68167.997946,72332.236824,78543.571743,83993.92575,88180.189218,91089.197636,93006.41463
12/21/2018 00:00:00,94659.983492,94706.649144,92858.241162,90940.857295,87891.099559,84425.748835,80038.741565,74746.920193,68999.434128,66630.217262,65187.554174,64823.655617,66869.478496,68165.449015,72334.36827,78542.644416,83987.478929,88171.851195,91081.815787,92998.254031
12/22/2018 00:00:00,94654.945181,94710.650924,92865.249984,90944.838694,87895.002993,84430.623594,80040.061252,74746.224964,68997.414489,66621.113764,65169.471429,64826.093511,66863.874844,68162.823189,72336.50159,78541.722401,83981.045106,88163.516467,91074.43258,92990.093591
12/23/2018 00:00:00,94649.889717,94714.633401,92872.267643,90948.826938,87898.903219,84435.500139,80041.382702,74745.531446,68995.379257,66612.008492,65151.347715,64828.550051,66858.335091,68160.120006,72338.636787,78540.766396,83974.62778,88155.185031,91067.048016,92981.933312
12/24/2018 00:00:00,94644.817081,94718.596628,92879.294152,90952.822039,87902.800229,84440.378471,80042.705912,74744.839636,68993.32846,66602.029965,65133.182966,64831.025214,66852.859093,68157.338998,72340.78546,78539.814421,83968.226929,88146.856885,91059.662096,92973.773193
12/25/2018 00:00:00,94639.727253,94722.540663,92886.329523,90956.824003,87906.694016,84445.25859,80044.030878,74744.149531,68991.262128,66591.750273,65114.977119,64833.51898,66847.446705,68154.479697,72343.004802,78538.868986,83961.84253,88138.532029,91052.274822,92965.613235
12/26/2018 00:00:00,94634.620211,94726.465558,92893.373768,90960.83284,87910.584576,84450.140496,80045.357597,74743.461126,68989.180291,66581.485008,65096.448399,64836.125199,66842.097783,68151.541627,72345.224989,78537.930101,83955.474558,88130.210461,91044.886195,92957.453437
12/27/2018 00:00:00,94629.495936,94730.37137,92900.4269,90964.848559,87914.4719,84455.024187,80046.686067,74742.774419,68987.082978,66571.234166,65075.76109,64838.846007,66836.812184,68148.524313,72347.446021,78536.997777,83949.12299,88121.892178,91037.496216,92949.2938
12/28/2018 00:00:00,94624.354407,94734.258152,92907.48893,90968.871169,87918.355983,84459.909664,80048.062671,74742.089405,68984.970219,66560.997745,65055.062559,64841.58246,66831.66366,68145.612502,72349.667897,78536.072023,83942.787804,88113.577181,91030.104886,92941.134323
12/29/2018 00:00:00,94619.195603,94738.12596,92914.559872,90972.900678,87922.236819,84464.796927,80049.470808,74741.406081,68982.842042,66550.775741,65034.352798,64844.334545,66826.644568,68142.837124,72351.890617,78535.152849,83936.468977,88105.265466,91022.712208,92932.975007
12/30/2018 00:00:00,94614.019504,94741.974847,92921.639737,90976.937095,87926.1144,84469.685974,80050.879768,74740.724443,68980.698478,66540.568151,65013.631803,64847.102245,66821.696231,68139.980868,72354.114181,78534.240265,83930.166484,88096.957032,91015.318182,92924.815851
12/31/2018 00:00:00,94608.826089,94745.804868,92928.728538,90980.980429,87929.988721,84474.576806,80052.289543,74740.044488,68978.539555,66530.374973,64992.899566,64849.885547,66816.818536,68137.043186,72356.338589,78533.328126,83923.880303,88088.651879,91007.92281,92916.656857
01/01/2019 00:00:00,94603.615337,94749.467717,92935.826287,90985.030688,87933.859774,84479.469423,80053.700126,74739.366213,68976.365303,66520.196203,64972.156082,64852.549019,66812.011369,68134.023523,72358.563841,78532.421368,83917.610411,88080.350003,91000.526093,92908.498022
01/02/2019 00:00:00,94598.387228,94752.941327,92942.932997,90989.087883,87937.727554,84484.363824,80055.111511,74738.689613,68974.175751,66510.031839,64951.401344,64855.036875,66807.274619,68130.921323,72360.789937,78531.52099,83911.356785,88072.051405,90993.128032,92900.339349
01/03/2019 00:00:00,94593.141741,94756.401999,92950.04868,90993.152021,87941.592053,84489.260009,80056.52369,74738.014685,68971.970928,66499.881876,64930.635347,64857.524733,66802.608174,68127.736021,72363.016876,78530.627011,83905.119402,88063.756082,90985.728629,92892.180836
01/04/2019 00:00:00,94587.878855,94759.849754,92957.087249,90997.223112,87945.453266,84494.157977,80057.936657,74737.341426,68969.750864,66489.746313,64910.384777,64860.012593,66798.011923,68124.498328,72365.24466,78529.73945,83898.898238,88055.444421,90978.327885,92884.022485
01/05/2019 00:00:00,94582.598549,94763.284617,92964.13042,91001.301165,87949.311186,84499.057728,80059.350404,74736.669832,68967.515588,66479.625145,64890.302331,64862.500454,66793.485753,68121.270399,72367.473287,78528.858326,83892.604974,88047.127808,90970.925801,92875.864294
01/06/2019 00:00:00,94577.300803,94766.706611,92971.17845,91005.386188,87953.165806,84503.959263,80060.764925,74735.9999,68965.265128,66469.518371,64870.240513,64864.988317,66789.029555,68117.965024,72369.702758,78527.983656,83886.302549,88038.813247,90963.522379,92867.706264
01/07/2019 00:00:00,94571.985596,94770.115759,92978.231343,91009.47819,87957.017119,84508.86258,80062.180212,74735.331626,68962.999515,66459.402959,64850.199342,64867.476182,66784.643217,68114.581754,72371.933072,78527.11546,83880.011575,88030.50074,90956.11762,92859.548395
01/08/2019 00:00:00,94566.652907,94773.512085,92985.289101,91013.577181,87960.86512,84513.767679,80063.596259,74734.596786,68960.718776,66449.035375,64830.178835,64869.964049,66780.326629,68111.120135,72374.164229,78526.253757,83873.732046,88022.190287,90948.711525,92851.390687
01/09/2019 00:00:00,94561.302714,94776.895612,92992.351729,91017.68317,87964.709801,84518.67456,80065.013059,74733.786312,68958.422941,66438.669924,64810.179013,64872.451918,66776.079682,68107.579712,72376.39623,78525.398565,83867.463956,88013.881888,90941.304096,92843.23314
01/10/2019 00:00:00,94555.934997,94780.266364,92999.419231,91021.796165,87968.551156,84523.583223,80066.430605,74732.979836,68956.11204,66428.306606,64790.199893,64874.939788,66771.902264,68103.960025,72378.629074,78524.549902,83861.207299,88005.575543,90933.895334,92835.075754
01/11/2019 00:00:00,94550.549735,94783.624363,93006.491609,91025.916175,87972.389178,84528.493668,80067.835256,74732.177349,68953.7861,66417.945421,64770.241494,64877.42766,66767.794268,68100.260611,72380.862762,78523.707788,83854.962069,87997.271252,90926.48524,92826.918529
01/12/2019 00:00:00,94545.146907,94786.969632,93013.568869,91030.04321,87976.223861,84533.405893,80069.218913,74731.378844,68951.445151,66407.586369,64750.303835,64879.915534,66763.755583,68096.481004,72383.097292,78522.87224,83848.728259,87988.969016,90919.073815,92818.761466
01/13/2019 00:00:00,94539.726492,94790.302195,93020.651013,91034.177278,87980.055198,84538.319899,80070.601911,74730.584316,68949.089222,66397.229451,64730.386936,64882.403409,66759.7861,68092.620734,72385.332666,78522.043278,83842.505863,87980.668835,90911.661062,92810.604563
01/14/2019 00:00:00,94534.288468,94793.622075,93027.738045,91038.318389,87983.883183,84543.235685,80071.984243,74729.793756,68946.718342,66386.874667,64710.490814,64884.891286,66755.885711,68088.679331,72387.568882,78521.22092,83836.294875,87972.370709,90904.246981,92802.447822
01/15/2019 00:00:00,94528.832815,94796.929294,93034.82997,91042.466552,87987.707808,84548.153252,80073.365902,74729.007159,68944.332539,66376.522016,64690.615488,64887.379165,66751.386797,68084.656316,72389.805941,78520.405185,83830.095289,87964.074639,90896.831574,92794.291242
01/16/2019 00:00:00,94523.359512,94800.223876,93041.92679,91046.621776,87991.529067,84553.072598,80074.746881,74728.224516,68942.24652,66366.171499,64670.760978,64889.867046,66746.950164,68080.551211,72392.043843,78519.596091,83823.907098,87955.780624,90889.414841,92786.134824
01/17/2019 00:00:00,94517.868536,94803.505843,93049.028509,91050.784069,87995.346953,84557.993724,80076.127175,74727.445823,68940.268473,66355.823115,64650.927303,64892.354929,66742.59658,68076.363534,72394.282588,78518.774475,83817.730297,87947.488666,90881.996785,92777.978567
01/18/2019 00:00:00,94512.359868,94806.775219,93056.135132,91054.953442,87999.16146,84562.916629,80077.506777,74726.67107,68938.267134,66345.476865,64631.11448,64894.842813,66738.325843,68072.092797,72396.522176,78517.956527,83811.564879,87939.198763,90874.577407,92769.822471
01/19/2019 00:00:00,94506.833485,94810.032025,93063.246661,91059.129903,88002.972581,84567.841313,80078.88568,74725.900252,68936.242566,66335.13275,64611.32253,64897.330699,66734.137752,68067.525911,72398.762606,78517.146061,83805.410838,87930.910917,90867.156707,92761.666537
01/20/2019 00:00:00,94501.289366,94813.276285,93070.363102,91063.313462,88006.780309,84572.767776,80080.263878,74725.133362,68934.194834,66324.790768,64591.551471,64899.818587,66730.032105,68062.791549,72401.003878,78516.343085,83799.268167,87922.625128,90859.734688,92753.510765
01/21/2019 00:00:00,94495.727491,94816.50802,93077.484456,91067.504127,88010.584637,84577.696017,80081.641365,74724.370394,68932.124005,66314.450921,64570.510691,64902.306477,66726.008703,68057.972792,72403.245993,78515.547608,83793.136861,87914.341396,90852.31135,92745.355154
01/22/2019 00:00:00,94490.147837,94819.727255,93084.610729,91071.701908,88014.385559,84582.626035,80083.018135,74723.61134,68930.030142,66304.113208,64548.621039,64904.794368,66722.067345,68053.069213,72405.48895,78514.759638,83787.016914,87906.05972,90844.886695,92737.199704
01/23/2019 00:00:00,94484.550383,94822.934011,93091.741924,91075.906814,88018.183068,84587.557832,80084.394181,74722.856193,68927.913311,66293.777629,64526.790023,64907.282261,66718.003796,68048.080383,72407.732749,78513.979184,83780.908318,87897.780103,90837.460724,92729.044417
01/24/2019 00:00:00,94478.935108,94826.12831,93098.878044,91080.118854,88021.977157,84592.491405,80085.769498,74722.104948,68925.773575,66283.444185,64505.017629,64909.770156,66713.924816,68043.00587,72409.977391,78513.206255,83774.811069,87889.502543,90830.033439,92720.889291
01/25/2019 00:00:00,94473.301991,94829.310176,93106.195127,91084.338038,88025.767819,84597.426756,80087.144079,74721.357597,68923.610999,66273.112876,64483.303849,64912.258052,66709.917556,68037.77167,72412.222875,78512.45939,83768.725159,87881.227041,90822.604841,92712.734326
01/26/2019 00:00:00,94467.651009,94832.47963,93113.578037,91088.564374,88029.555048,84602.363884,80088.517919,74720.614133,68921.425648,66262.783701,64461.648671,64914.745951,66705.981812,68032.285888,72414.4692,78511.72146,83762.650583,87872.953598,90815.17493,92704.579524
01/27/2019 00:00:00,94461.982142,94835.636694,93120.96188,91092.797873,88033.338836,84607.302787,80089.891011,74719.874551,68919.217585,66252.456661,64440.052085,64917.233851,66702.117376,68026.702752,72416.716368,78510.991256,83756.587334,87864.682212,90807.74371,92696.424883
01/28/2019 00:00:00,94456.295368,94838.781392,93128.346656,91097.038543,88037.119177,84612.243467,80091.26335,74719.069201,68916.986875,66242.131756,64418.514079,64919.721753,66698.324043,68021.021651,72418.964377,78510.268765,83750.535406,87856.412886,90800.31118,92688.270404
01/29/2019 00:00:00,94450.590664,94841.913745,93135.732366,91101.286394,88040.896064,84617.185923,80092.63493,74718.250679,68914.73358,66231.808986,64397.925728,64922.209656,66694.60161,68015.24197,72421.213228,78509.553978,83744.494793,87848.145619,90792.877342,92680.116087
01/30/2019 00:00:00,94444.86801,94845.033775,93143.119009,91105.541435,88044.66949,84622.130154,80094.005746,74717.433601,68912.457766,66221.488351,64377.723373,64924.697562,66690.949873,68009.36309,72423.462921,78508.846883,83738.465489,87839.88041,90785.442198,92671.961932
01/31/2019 00:00:00,94439.127384,94848.141505,93150.506586,91109.803675,88048.439449,84627.07616,80095.37579,74716.617964,68910.159494,66211.169851,64357.61817,64927.185469,66687.368629,68003.384387,72425.713456,78508.147471,83732.447487,87831.617262,90778.005748,92663.807939
02/01/2019 00:00:00,94433.368764,94851.236956,93157.895097,91114.073123,88052.205932,84632.023941,80096.745059,74715.803766,68907.838829,66200.853487,64337.610271,64930.09666,66683.857676,67997.30523,72427.964832,78507.455732,83726.440782,87823.356173,90770.567995,92655.654108
02/02/2019 00:00:00,94427.055726,94854.32015,93165.284541,91118.34979,88055.968934,84636.973497,80098.113547,74714.991005,68905.649857,66190.539258,64317.699829,64933.560926,66680.416813,67991.124987,72430.217049,78506.771654,83720.445366,87815.097144,90763.128938,92647.500439
02/03/2019 00:00:00,94420.670642,94857.39111,93172.67492,91122.633685,88059.728448,84641.924826,80099.481247,74714.179678,68903.545751,66180.227164,64297.886996,64937.007519,66677.045841,67984.843019,72432.505291,78506.095227,83714.461235,87806.840175,90755.688581,92639.346932
02/04/2019 00:00:00,94414.277956,94860.449857,93180.066232,91126.924816,88063.484466,84646.87793,80100.848155,74713.369783,68901.425813,66169.917206,64278.171926,64940.436424,66673.74456,67978.458681,72434.800824,78505.426442,83708.488381,87798.585267,90748.181901,92631.193588
02/05/2019 00:00:00,94407.877665,94863.496413,93187.458479,91131.223194,88067.236981,84651.832807,80102.214265,74712.561317,68899.29008,66159.609384,64258.554772,64943.84763,66670.51277,67971.971325,72437.098341,78504.765287,83702.526799,87790.33242,90740.641276,92623.040405
02/06/2019 00:00:00,94401.469763,94866.5308,93194.85166,91135.528827,88070.985987,84656.789458,80103.579572,74711.754278,68897.138585,66149.303697,64239.035689,64947.241123,66667.350276,67965.380298,72439.397844,78504.111752,83696.576482,87782.081634,90733.096897,92614.887385
02/07/2019 00:00:00,94395.054249,94869.553039,93202.245775,91139.841726,88074.731477,84661.747881,80104.94407,74710.948664,68894.971365,66139.000147,64219.61483,64950.446634,66664.256879,67957.806569,72441.699335,78503.465828,83690.637424,87773.832909,90725.548771,92606.734527
02/08/2019 00:00:00,94388.631117,94872.563153,93209.640826,91144.1619,88078.473443,84666.708077,80106.307755,74710.144472,68892.788453,66128.698732,64200.292349,64953.18344,66661.232384,67949.865454,72444.002814,78502.827503,83684.70962,87765.586245,90717.996904,92598.581831
02/09/2019 00:00:00,94382.200364,94875.561162,93217.03681,91148.489357,88082.211879,84671.670046,80107.670621,74709.3417,68890.589885,66118.399454,64181.068403,64955.887448,66658.276595,67941.82867,72446.308282,78502.196768,83678.793062,87757.341643,90710.441303,92590.429298
02/10/2019 00:00:00,94375.761987,94878.547089,93224.43373,91152.824109,88085.946778,84676.633786,80109.032663,74708.540345,68888.375696,66108.102312,64161.943146,64958.558677,66654.673276,67933.695807,72448.615742,78501.562872,83672.887744,87749.099104,90702.881972,92582.276927
02/11/2019 00:00:00,94369.315981,94881.520955,93231.831584,91157.166163,88089.678132,84681.599299,80110.393875,74707.740405,68886.145921,66097.807306,64142.916733,64961.197144,66651.034884,67925.466451,72450.925193,78500.929755,83666.993661,87740.858626,90695.318919,92574.124719
02/12/2019 00:00:00,94362.862343,94884.482781,93239.230374,91161.515531,88093.405935,84686.566582,80111.754254,74706.941879,68883.900593,66087.514436,64123.989322,64963.802867,66647.487807,67916.691139,72453.236637,78500.305038,83661.110806,87732.620211,90687.752149,92565.972673
02/13/2019 00:00:00,94356.401068,94887.432588,93246.630099,91165.872221,88097.130179,84691.535637,80113.113794,74706.144762,68881.639749,66077.223703,64105.057879,64966.375866,66644.031612,67907.212623,72455.550076,78499.688691,83655.239173,87724.383859,90680.181668,92557.82079
02/14/2019 00:00:00,94349.932155,94890.370399,93254.030759,91170.236243,88100.850857,84696.506462,80114.47249,74705.349054,68879.363422,66066.935107,64085.659653,64968.916157,66640.66587,67897.597603,72457.86551,78499.080687,83649.378756,87716.14957,90672.607482,92549.669069
02/15/2019 00:00:00,94343.455597,94893.296235,93261.432354,91174.607606,88104.567962,84701.479058,80115.830337,74704.554751,68877.071648,66056.648647,64066.375705,64971.42376,66637.390152,67887.845039,72460.18294,78498.480999,83643.529548,87707.917345,90665.029598,92541.517511
02/16/2019 00:00:00,94336.971392,94896.210116,93268.834885,91178.986321,88108.281488,84706.453424,80117.18733,74703.761851,68874.76446,66046.364325,64047.206169,64973.898692,66634.204036,67877.953884,72462.502369,78497.889599,83637.691544,87699.687182,90657.448021,92533.366116
02/17/2019 00:00:00,94330.479537,94899.112064,93276.238351,91183.372396,88111.991427,84711.42956,80118.543465,74702.970353,68872.441893,66036.082139,64028.151179,64976.340972,66631.107098,67867.923081,72464.823797,78497.311672,83631.864737,87691.459084,90649.862758,92525.214883
02/18/2019 00:00:00,94323.980026,94902.0021,93283.642754,91187.765842,88115.697772,84716.407466,80119.898737,74702.180253,68870.103982,66025.80209,64009.21087,64978.750618,66627.56827,67857.751561,72467.147224,78496.762692,83626.049121,87683.23305,90642.273814,92517.063813
02/19/2019 00:00:00,94317.472857,94904.880245,93291.048092,91192.166667,88119.400515,84721.387141,80121.253141,74701.39155,68867.75076,66015.524178,63990.385376,64981.127647,66623.634047,67847.438245,72469.472654,78496.221849,83620.177178,87675.00908,90634.681195,92508.912906
02/20/2019 00:00:00,94310.958025,94907.746521,93298.454366,91196.574883,88123.09965,84726.368584,80122.606673,74700.60424,68865.382263,66005.248403,63971.674832,64983.477761,66619.76768,67836.982046,72471.935288,78495.689096,83614.222915,87666.787174,90627.084907,92500.762162
02/21/2019 00:00:00,94304.435527,94910.600948,93305.861576,91200.990498,88126.795169,84731.351796,80123.959328,74699.818323,68862.998524,65994.974766,63954.776723,64986.635956,66615.968834,67826.381864,72474.520868,78495.164383,83608.276436,87658.567334,90619.484957,92492.61158
02/22/2019 00:00:00,94297.905359,94913.443547,93313.269722,91205.413522,88130.487066,84736.336777,80125.311101,74699.033795,68860.599577,65983.832212,63938.316032,64989.744573,66612.237176,67815.250189,72477.114256,78494.647662,83602.337741,87650.349558,90611.88135,92484.461162
02/23/2019 00:00:00,94291.367517,94916.274339,93320.678805,91209.843965,88134.175332,84741.323525,80126.661989,74698.250653,68858.185457,65972.527987,63922.02481,64992.803564,66608.572375,67803.594032,72479.71546,78494.138887,83596.406829,87642.133848,90604.274092,92476.310907
02/24/2019 00:00:00,94284.821998,94919.093345,93328.088824,91214.281837,88137.859961,84746.312042,80128.011986,74697.468897,68855.756198,65961.204043,63905.903578,64995.81288,66604.974104,67791.797488,72482.32449,78493.638009,83590.483699,87633.920203,90596.66319,92468.160814
02/25/2019 00:00:00,94278.268797,94921.900586,93335.49978,91218.727147,88141.540946,84751.302325,80129.361088,74696.688523,68853.311834,65949.860384,63889.952859,64998.77247,66601.442036,67779.859668,72484.941353,78493.144981,83584.568351,87625.708625,90589.048648,92460.010885
02/26/2019 00:00:00,94271.707911,94924.696083,93342.911673,91223.179906,88145.218279,84756.294376,80130.709291,74695.909529,68850.852398,65938.49702,63874.173179,65001.682286,66597.975847,67767.672343,72487.566059,78492.659756,83578.660784,87617.499112,90581.430473,92451.861118
02/27/2019 00:00:00,94265.139336,94927.479855,93350.324502,91227.640122,88148.891953,84761.288193,80132.056591,74695.131914,68848.377925,65927.113955,63858.565064,65004.154474,66594.575216,67754.666522,72490.198615,78492.182286,83572.760998,87609.291666,90573.808672,92443.711515
02/28/2019 00:00:00,94258.563068,94930.251925,93357.738268,91232.107807,88152.561961,84766.283777,80133.420076,74694.355673,68845.888448,65915.711197,63843.129044,65005.805867,66591.239823,67741.489192,72492.83903,78491.712525,83566.868993,87601.086286,90566.183249,92435.562075
03/01/2019 00:00:00,94251.979104,94932.770596,93365.152971,91236.582969,88156.228295,84771.281126,80134.784591,74693.580807,68843.384002,65904.288753,63827.865652,65007.386885,66587.96935,67728.138948,72495.487312,78491.250425,83560.984767,87592.882973,90558.554211,92427.412799
03/02/2019 00:00:00,94245.387439,94935.116768,93372.568612,91241.065618,88159.890948,84776.280242,80136.148557,74692.807311,68840.864619,65892.846629,63812.77542,65008.897572,66584.763481,67714.614369,72498.143471,78490.795941,83555.10832,87584.681727,90550.921563,92419.263685
03/03/2019 00:00:00,94238.78807,94937.44262,93379.985189,91245.555765,88163.549913,84781.281123,80137.511967,74692.035184,68838.330334,65881.384832,63797.858887,65010.337974,66581.621904,67700.91402,72500.807514,78490.349026,83549.239652,87576.482549,90543.285312,92411.114735
03/04/2019 00:00:00,94232.180993,94939.748153,93387.402704,91250.053419,88167.205182,84786.283769,80138.874818,74691.264424,68835.78118,65869.90337,63783.116591,65011.708137,66578.544308,67687.036453,72503.47945,78489.903661,83543.378761,87568.285438,90535.645463,92402.965948
03/05/2019 00:00:00,94225.566204,94942.033368,93394.821157,91254.55859,88170.856749,84791.28818,80140.237104,74690.495028,68833.217191,65858.402248,63768.549072,65013.008105,66575.530382,67672.980204,72506.159289,78489.461725,83537.525648,87560.090395,90528.002023,92394.817325
03/06/2019 00:00:00,94218.9437,94944.298267,93402.240547,91259.071289,88174.504605,84796.294356,80141.598822,74689.726994,68830.6384,65846.881474,63754.156876,65014.237925,66572.57982,67658.743792,72508.847038,78489.027843,83531.680311,87551.89742,90520.354996,92386.668865
03/07/2019 00:00:00,94212.313476,94946.542852,93409.660875,91263.591524,88178.148743,84801.302296,80142.959966,74688.960319,68828.044841,65835.341055,63740.309597,65015.397641,66569.692316,67645.008292,72511.542705,78488.601951,83525.842751,87543.706514,90512.70439,92378.520569
03/08/2019 00:00:00,94205.675528,94948.767125,93417.082141,91268.119306,88181.789157,84806.311999,80144.320531,74688.195003,68825.436547,65823.780997,63726.788932,65016.487298,66566.867568,67631.302193,72514.246301,78488.183986,83520.012966,87535.517676,90505.050209,92370.372436
03/09/2019 00:00:00,94199.029854,94950.971087,93424.470051,91272.654646,88185.425837,84811.323467,80145.680514,74687.431041,68822.813551,65812.201307,63713.430309,65017.506942,66564.105273,67617.400512,72517.082662,78487.773884,83514.190956,87527.330907,90497.39246,92362.224467
03/10/2019 00:00:00,94192.376448,94953.15474,93431.846936,91277.250844,88189.058778,84816.336697,80147.03991,74686.668433,68820.195345,65800.601993,63700.234305,65018.456618,66561.405134,67603.301342,72520.412147,78487.371583,83508.376721,87519.146207,90489.731148,92354.076661
03/11/2019 00:00:00,94185.715308,94955.318085,93439.223905,91281.89859,88192.687972,84821.351691,80148.398715,74685.873838,68817.788317,65788.983062,63687.201498,65019.336371,66558.766852,67590.521953,72523.761459,78486.96633,83502.570259,87510.963577,90482.06628,92345.929019
03/12/2019 00:00:00,94179.046429,94957.461124,93446.600956,91286.55589,88196.31341,84826.368447,80149.756923,74685.070023,68815.358963,65777.344519,63674.33247,65020.146245,66556.190132,67578.199571,72527.130628,78486.565215,83496.771571,87502.783016,90474.39786,92337.781541
03/13/2019 00:00:00,94172.369808,94959.58386,93453.978089,91291.222759,88199.935086,84831.386966,80151.11453,74684.26887,68812.907352,65765.686373,63661.627805,65020.886287,66553.67468,67565.745832,72530.519683,78486.17207,83490.980655,87494.604525,90466.725896,92329.634226
03/14/2019 00:00:00,94165.68544,94961.686293,93461.355305,91295.899213,88203.552992,84836.407246,80152.471533,74683.470375,68810.433555,65754.00863,63651.192685,65021.867039,66551.220206,67553.160035,72533.928652,78485.786842,83485.197511,87486.428105,90459.050392,92321.487076
03/15/2019 00:00:00,94158.993322,94963.768425,93468.732603,91300.585267,88207.167121,84841.429289,80153.827927,74682.674535,68807.937642,65742.311298,63641.018063,65022.92287,66548.82642,67540.441475,72537.357565,78485.409479,83479.422139,87478.253754,90451.371354,92313.340089
03/16/2019 00:00:00,94152.29345,94965.830257,93476.109984,91305.280938,88210.777465,84846.453093,80155.183708,74681.881344,68805.419681,65730.594382,63631.057512,65023.895995,66546.493033,67527.589442,72540.806451,78485.039927,83473.654537,87470.081475,90443.688789,92305.193266
03/17/2019 00:00:00,94145.58582,94967.871793,93483.487447,91309.986241,88214.384017,84851.478657,80156.53887,74681.090799,68802.879743,65718.857891,63621.311929,65024.786426,66544.066675,67514.603221,72544.275341,78484.678135,83467.894706,87461.911266,90436.002702,92297.046607
03/18/2019 00:00:00,94138.870429,94969.893032,93490.864993,91314.701192,88217.986769,84856.505983,80157.893411,74680.302894,68800.317895,65707.101832,63611.782212,65025.594175,66540.51294,67501.482094,72547.764262,78484.324049,83462.142644,87453.743128,90428.313098,92288.900112
03/19/2019 00:00:00,94132.147272,94971.893977,93498.242621,91319.425807,88221.585713,84861.535069,80159.247326,74679.517625,68797.734208,65695.326211,63602.469268,65026.319252,66537.001543,67488.225338,72551.273247,78483.977618,83456.398351,87445.577062,90420.619984,92280.753781
03/20/2019 00:00:00,94125.416345,94973.87463,93505.620331,91324.160101,88225.180841,84866.565916,80160.600611,74678.734989,68795.12875,65683.531036,63593.374007,65026.961669,66533.532318,67475.275288,72554.802323,78483.63879,83450.658508,87437.413068,90412.923365,92272.607614
03/21/2019 00:00:00,94118.677646,94975.834992,93512.998124,91328.904092,88228.772148,84871.598522,80161.953262,74677.95498,68792.501589,65671.716314,63584.497343,65027.26796,66530.105101,67462.638305,72558.351522,78483.307513,83444.917474,87429.242018,90405.223246,92264.461611
03/22/2019 00:00:00,94111.931169,94977.775064,93520.376,91333.657794,88232.359623,84876.632887,80163.305275,74677.177595,68789.852794,65659.882052,63575.8402,65027.260351,66526.71973,67449.84691,72561.920874,78482.983734,83439.184631,87421.073129,90397.519635,92256.315772
03/23/2019 00:00:00,94105.176911,94979.694849,93527.753957,91338.421224,88235.943261,84881.669012,80164.656645,74676.402828,68787.182433,65648.028257,63567.403502,65027.165905,66523.376041,67436.899861,72565.510409,78482.667403,83433.459978,87412.906626,90389.812536,92248.170097
03/24/2019 00:00:00,94098.414868,94981.594348,93535.131997,91343.194398,88239.523053,84886.706896,80166.007368,74675.630676,68784.490574,65636.288418,63559.188182,65026.984725,66520.073875,67423.795903,72569.120158,78482.358467,83427.743512,87404.742507,90382.101955,92240.024587
03/25/2019 00:00:00,94091.645037,94983.473563,93542.510119,91347.977332,88243.098992,84891.746538,80167.357442,74674.861135,68781.777284,65624.84581,63551.195178,65026.716912,66516.813069,67413.648651,72572.750152,78482.056877,83422.035232,87396.580774,90374.387898,92231.879241
03/26/2019 00:00:00,94084.867413,94985.332495,93549.888324,91352.770042,88246.671069,84896.787939,80168.706861,74674.0942,68779.042631,65613.36772,63543.425431,65026.362566,66513.593464,67403.658709,72576.400421,78481.762579,83416.335137,87388.421425,90366.67037,92223.734059
