,MT_001,MT_002,MT_003,MT_004,MT_005,MT_006,MT_007,MT_008,MT_009,MT_010,MT_011,MT_012,MT_013,MT_014,MT_015,MT_016,MT_017,MT_018,MT_019,MT_020
87,96501.73170466667,96736.573633,95106.06212433334,92364.75389633334,88830.68614433333,84644.08545733333,79958.683448,75020.50967066667,69874.93299966666,69482.21609633333,68091.49131466665,67780.06738366668,66593.41951366667,67315.39301966666,72087.823982,78551.836954,84106.89339900001,88796.29436433333,92116.40530033332,94226.78747099999
88,96488.53706566668,96725.28628933332,95092.782487,92357.70654733334,88828.35505866667,84642.91251433334,79958.99100766667,75019.40598566666,69874.35971433333,69461.72476333333,68074.46452600001,67766.97398166667,66577.60488166667,67309.69623933332,72093.80645733334,78550.787998,84100.52339966666,88783.44715433335,92101.935534,94214.79471433333
89,96475.337496,96714.00655533333,95079.50310233334,92350.65166966668,88826.02407033334,84641.743443,79959.299014,75018.30029233334,69873.775034,69441.23622966667,68057.462245,67753.91583566669,66561.78597966667,67304.04945733334,72099.79571966667,78549.75076299999,84094.15927533332,88770.60238133334,92087.46590433334,94202.80228833335
90,96462.13298533333,96702.734482,95066.22397,92343.58925766667,88823.69317933334,84640.57824366666,79959.60746933334,75017.19258333334,69873.178951,69420.75049766667,68040.48447333334,67740.89296133335,66546.461559,67298.452571,72105.79176733333,78548.72515900001,84087.80102366667,88757.76004533334,92072.996412,94190.81019366668
91,96448.92352299999,96691.47012066667,95052.94509066666,92336.51930599999,88821.36238533334,84639.41691766668,79959.91637466666,75016.08285166667,69872.571458,69400.26757,68023.531213,67727.90537533334,66531.86722233334,67292.90547733333,72111.79459866666,78547.71109666665,84081.448642,88744.92014633333,92058.52705733334,94178.81843033334
92,96435.70909866667,96680.21352366667,95039.666464,92329.44180866667,88819.03168866667,84638.25946566666,79960.225732,75014.97108966667,69871.95254733333,69379.787449,68006.60246533333,67714.95309366669,66517.995467,67287.40807433333,72117.804212,78546.70817233332,84075.10212833334,88732.08268400001,92044.05784133333,94166.82699866667
93,96422.40775299999,96668.96474333333,95026.38809033332,92322.35676033334,88816.70108933334,84637.105889,79960.53554266666,75013.85729033333,69871.32221133332,69359.31013700001,67989.698232,67702.036133,66504.34000366666,67281.96026,72123.82060566667,78545.71387833334,84068.76155233334,88719.24765833332,92029.58876466668,94154.83589833333
94,96408.97869199999,96657.72383266666,95013.10996966665,92315.264155,88814.37058733334,84635.956188,79960.845808,75012.741446,69870.68044266666,69338.83563633333,67972.81851433332,67689.15450933334,66490.657665,67276.56193333333,72129.843778,78544.72791166668,84062.43504933333,88706.41506866667,92015.11982766667,94142.84512966666
95,96395.42329833332,96646.49084533333,94999.83210233333,92308.16398766666,88812.04018233334,84634.81036366666,79961.15652966667,75011.62354933332,69870.027234,69318.36394966666,67955.963314,67676.30823866668,66476.94836200001,67271.21299333333,72135.87372733334,78543.750288,84056.12246500001,88693.584915,92000.65103066666,94130.85469266667
96,96381.82490666666,96635.26583466667,94986.55448833334,92301.05625233334,88809.70987466666,84633.668417,79961.467709,75010.503593,69869.36257733333,69297.89507966668,67939.13263233333,67663.49733733335,66463.21200533333,67265.95623733333,72141.910452,78542.78313233332,84049.823574,88680.75719666667,91986.18237433334,94118.86458766666
97,96368.225689,96624.04885533334,94973.27712766665,92293.94094333332,88807.37966433332,84632.530349,79961.779348,75009.381569,69868.68646533333,69277.42902866668,67922.32647133333,67650.721822,66449.448505,67260.812253,72147.95395000001,78541.82636933333,84043.53008666668,88667.93191366666,91971.71385933332,94106.87481466668
98,96354.62564433333,96612.83996199998,94960.00002066667,92286.818055,88805.04955133334,84631.39616033333,79962.09144766665,75008.25747033332,69867.99889066665,69256.965799,67905.54483233333,67638.04671333336,66435.65777066666,67255.77982466666,72154.00422,78540.87992466666,84037.24200333333,88655.10906566666,91957.24548633334,94094.88537366666
99,96341.02477100001,96601.63921033333,94946.72316733333,92279.68758166667,88802.71953533334,84630.265852,79962.40401,75007.13149666665,69867.299846,69236.50539300001,67888.78771733334,67625.48495200001,66421.83971133333,67250.814846,72160.06126,78539.943723,84030.95932466666,88642.28865233333,91942.77725533333,94082.896265
100,96327.423068,96590.44665633333,94933.44656766667,92272.54951766667,88800.38961666667,84629.139425,79962.71703633333,75006.00507333333,69866.58932366666,69216.047813,67872.05512733334,67613.04213733335,66407.994236,67246.00368566667,72166.12506833333,78539.01769033332,84024.682051,88629.47067366667,91928.30916733334,94070.907489
101,96313.820533,96579.26235633333,94920.17022166667,92265.40385733334,88798.05979533332,84628.01688033332,79963.03052866667,75004.87831766666,69865.86731599999,69195.593062,67855.34706433333,67600.65888433334,66394.12125366666,67241.41511300001,72172.19564333333,78538.101752,84018.41018233333,88616.655129,91913.84122266667,94058.91904566665
102,96300.217165,96568.08636733335,94906.89412966666,92258.250595,88795.73007133334,84626.89821833333,79963.344488,75003.75114166667,69865.13381566666,69175.141142,67838.66352966666,67588.32790733334,66380.22067200001,67237.06039400001,72178.27298333334,78537.19583466667,84012.14371933334,88603.84201833334,91899.37342233333,94046.930935
103,96286.61296233333,96556.91874666668,94893.61829166667,92251.08972533332,88793.40044466667,84625.78344033334,79963.658916,75002.62223366667,69864.388815,69154.69205566666,67822.004525,67576.049282,66366.29239900001,67232.84251766668,72184.35708666667,78536.29986433334,84005.88266166668,88591.03134133334,91884.90576666668,94034.943157
104,96273.00792366666,96545.75955199999,94880.34270766667,92243.92124233332,88791.07091533334,84624.67254700001,79963.97381433334,75001.49159,69863.63230666668,69134.24580533332,67805.370052,67563.82308466668,66352.33634133334,67228.70386466668,72190.44795166668,78535.41376766666,83999.62701033334,88578.223098,91870.43825633333,94022.95571200001
105,96259.40204766666,96534.60884233333,94867.067378,92236.74514066667,88788.74148333333,84623.56553966667,79964.289185,75000.35920733333,69862.86428333334,69113.80239366666,67788.760112,67551.649392,66338.35240633333,67224.64429933333,72196.54557633333,78534.53747166666,83993.37676533333,88565.41728766666,91855.97089166667,94010.96860000001
106,96245.79533233335,96523.46667633334,94853.79230266665,92229.56141433334,88786.41214866667,84622.462419,79964.60502933334,74999.225082,69862.08473766666,69093.361823,67772.17470666667,67539.52828033334,66324.3405,67220.66368766666,72202.64995933334,78533.67090333333,83987.13192733332,88552.61391,91841.50367299998,93998.98182133333
107,96232.18777666667,96512.333114,94840.517482,92222.37005766667,88784.08291133335,84621.36318633333,79964.921349,74998.08921066667,69861.29366233334,69072.92409566666,67755.61383766668,67527.459826,66310.300529,67216.76189533333,72208.76109866666,78532.81399033334,83980.89249633333,88539.81296466668,91827.03660133334,93986.995376
108,96218.57937833334,96501.20821533333,94827.24291566666,92215.17106466666,88781.75377166667,84620.267842,79965.23814566666,74996.95158933334,69860.49104966667,69052.48921466667,67739.07750666667,67515.44410600001,66297.09117766668,67212.93878966667,72214.878993,78531.96036099999,83974.65847233334,88527.01445166666,91812.569677,93975.009264
109,96204.97013666667,96490.09204133334,94813.96860433333,92207.96442999999,88779.424729,84619.17638733333,79965.555421,74995.81221399999,69859.67689233333,69032.057182,67722.56571533334,67503.48119733334,66284.93629933333,67209.19423766667,72221.00364033332,78531.10808399999,83968.429856,88514.21837033333,91798.10290066666,93963.02348533335
110,96191.36004966666,96478.984653,94800.69454766666,92200.750148,88777.09578366666,84618.08882300001,79965.87317666666,74994.67108133333,69858.85118266667,69011.62800033334,67706.07846499998,67491.571177,66273.82590033334,67205.52810766666,72227.13503866666,78530.257405,83962.20664766668,88501.42472066666,91783.636273,93951.03804066667
111,96177.749116,96467.88611233335,94787.420746,92193.528213,88774.76693566667,84617.00515033332,79966.19141433334,74993.52818800001,69858.01391366665,68991.201672,67689.61575733333,67479.71412200002,66262.89112766668,67201.940269,72233.27318666666,78529.41486199999,83955.98884766667,88488.633502,91769.16979466665,93939.05293
112,96164.13733399998,96456.79648166666,94774.147199,92186.298619,88772.43818533333,84615.92536966667,79966.51013566666,74992.38353033335,69857.16507766668,68970.77819966666,67673.177594,67467.86806400001,66251.89787766666,67198.430591,72239.41808233333,78528.58254666666,83949.77645633333,88475.84471433335,91754.70346599999,93927.06815333334
113,96150.52470233334,96445.71582433333,94760.87390733334,92179.06136033333,88770.10953233333,84614.84948233333,79966.829342,74991.23710433334,69856.30466766666,68950.35758566666,67656.76397633333,67455.645936,66240.84581066667,67194.99894466666,72245.56972433334,78527.760367,83943.56947366666,88463.05835733334,91740.23728733334,93915.08371033333
114,96136.91121933334,96434.64420366667,94747.60087100002,92171.81643166667,88767.78097666666,84613.77748933334,79967.14903533332,74990.08890633333,69855.43267566666,68929.93983233332,67640.37490633334,67443.05516300001,66229.73458466667,67191.64520099999,72251.72811066666,78526.94823233334,83937.36790033332,88450.27443066666,91725.77125966665,93903.09960166668
115,96123.29688333334,96423.58168433333,94734.32809000001,92164.56382699999,88765.45251833333,84612.70939166666,79967.46921733333,74988.93893266666,69854.54909500001,68909.52494233333,67624.010385,67430.14519233334,66218.56385466667,67188.369232,72257.89323966666,78526.146052,83931.171736,88437.49293366667,91711.30538333334,93891.11582733334
116,96109.681693,96412.528331,94721.05556433334,92157.30354066666,88763.12415766665,84611.64519,79967.78989,74987.78717966667,69853.65391766666,68889.11291799998,67607.67041466667,67417.31054800001,66207.33327333334,67185.17091,72264.06510966666,78525.35373633333,83924.98098166667,88424.71386599999,91696.83965899999,93879.13238766667
117,96096.06564666667,96401.484209,94707.78329400001,92150.03556633333,88760.79589433334,84610.58488566666,79968.11105466668,74986.63364366668,69852.72871433334,68868.70376233333,67591.35499633332,67404.55123933335,66196.04249066667,67182.050108,72270.24371866666,78524.57119566666,83918.79563733333,88411.93722766667,91682.37408699999,93867.14928233332
118,96082.448743,96390.44938466667,94694.51127933334,92142.759899,88758.46772833333,84609.54729433333,79968.43271333333,74985.478321,69851.77104,68848.29747766665,67575.064132,67391.86727633335,66184.691154,67179.00670033332,72276.42906533333,78523.79757566667,83912.61570366667,88399.16301833333,91667.90866833332,93855.16651200001
119,96068.83098000001,96379.42392466667,94681.23952033331,92135.47653266667,88756.13965966667,84608.533597,79968.75486766668,74984.32866866667,69850.78002466667,68827.89406633333,67558.79782266666,67379.258669,66173.27890733333,67176.16890866666,72282.637408,78523.02966366666,83906.44118033334,88386.39123733334,91653.44340333332,93843.18407633335
120,96055.21235633333,96368.40789666667,94667.96801733335,92128.174136,88753.81168833334,84607.54458833333,79969.07751933334,74983.22745266667,69849.77322,68807.49353066667,67542.842794,67366.72542666669,66161.80539266666,67173.69637233333,72288.87094566667,78522.26726966667,83900.27206766668,88373.62188433333,91638.97829266667,93831.20197566667
121,96041.59287033333,96357.40136833333,94654.69677033334,92120.83441433334,88751.48340766667,84606.56224733334,79969.40067,74982.17393533334,69848.91739666667,68787.09587333334,67527.27895766667,67354.26755933334,66150.27024866668,67171.60111166666,72295.12945366667,78521.51097233333,83894.108366,88360.85495933333,91624.513337,93819.22021
122,96027.97252066666,96346.40440866665,94641.42577966668,92113.45619566664,88749.15030033333,84605.58618633334,79969.72432166665,74981.15991666667,69848.34939499998,68766.701097,67512.10054033333,67341.88507666667,66138.67311166668,67169.76683233333,72301.39644566666,78520.76371366666,83887.95007600001,88348.09046166668,91610.04853666667,93807.23877966667
123,96014.35130566667,96335.41708666667,94628.155045,92106.04963433334,88746.81216866667,84604.61640266667,79970.04847599998,74980.14188699999,69848.06414566666,68746.30920399999,67497.01504666667,67329.57798900001,66127.01361433334,67168.04585466666,72307.66949333333,78520.02541733332,83881.797198,88335.32839099999,91595.58389233334,93795.257685
124,96000.72922366667,96324.43947266667,94614.88456666667,92098.63184799999,88744.46922099999,84603.652893,79970.37313466666,74979.11984,69847.89138333332,68725.92019699998,67481.936797,67317.34630566667,66115.291387,67166.43815033334,72313.94859066665,78519.29600766666,83875.649732,88322.56874666666,91581.11940433334,93783.27692566667
125,95987.106273,96313.47163733334,94601.61434466665,92091.20283233334,88742.12577599999,84602.69565433334,79970.69829966668,74978.09376966667,69847.68920766667,68705.53407833334,67466.86579966667,67305.19003666667,66103.506057,67164.94369166666,72320.23373200001,78518.575409,83869.507678,88309.81152866666,91566.65507366667,93771.296502
126,95973.48245233332,96302.51365233333,94588.34437933333,92083.76258333334,88739.78183266666,84601.74468366666,79971.02397266666,74977.06366933334,69847.45763633333,68685.15085066667,67451.80206266667,67293.10919133335,66091.65724866667,67163.56245233334,72326.52491166668,78517.863546,83863.37103633334,88297.05673666667,91552.19090066665,93759.316414
127,95959.85776,96291.56558966667,94575.07467066667,92076.31109666667,88737.43739033333,84600.799978,79971.35015566666,74976.02953266667,69847.19668766667,68664.77051633334,67436.74559466667,67281.10378000002,66079.95432933334,67162.29440733333,72332.822124,78517.16034466667,83857.23980766667,88284.30437000001,91537.726886,93747.33666166668
128,95946.23219433334,96280.627522,94561.80521833332,92068.84836833335,88735.092448,84599.86153466666,79971.67685033333,74974.99135333333,69846.90637933333,68644.39307833333,67421.69640366668,67269.17381233333,66068.99023666668,67161.139532,72339.12536333333,78516.465731,83851.113992,88271.55442866667,91523.26303033333,93735.35724533333
129,95932.605754,96269.69952266668,94548.53602299998,92061.374394,88732.74700466667,84598.92935033333,79972.00405866666,74973.94912533334,69846.58672966667,68624.01853866667,67406.654498,67257.31929833333,66058.758103,67160.097803,72345.43462399999,78515.77963166666,83844.99358966667,88258.80691166666,91508.799334,93723.37816533334
130,95918.97843700001,96258.78166600001,94535.26708466666,92053.88916966667,88730.40105966666,84598.00342200001,79972.33178233332,74972.90284233332,69846.23775700001,68603.64690033333,67391.61988600001,67245.54024766668,66049.04121633334,67159.169198,72351.7499,78515.101973,83838.87860066666,88246.061819,91494.33579766667,93711.39942166668
131,95905.350242,96247.874027,94521.99840333332,92046.39269133333,88728.054612,84597.08374666667,79972.660023,74971.85249766667,69845.85947933333,68583.27816533334,67376.59257600001,67233.83667,66039.23919033333,67158.353696,72358.07118566667,78514.444266,83832.76902566665,88233.31915,91479.872422,93699.42101466666
132,95891.72116700001,96236.97668166667,94508.729979,92038.81702866666,88725.70766066667,84596.17032133334,79972.988783,74970.798085,69845.45191533334,68562.91233666668,67361.57257633335,67222.27804433335,66029.35133966668,67157.65127666667,72364.39847533334,78513.80666533334,83826.664865,88220.57890466666,91465.40920766666,93687.44294366667
133,95878.09121099999,96226.08970633334,94495.46181200001,92031.155601,88723.36020466666,84595.26314366667,79973.318064,74969.73959766667,69845.01508333335,68542.54941633334,67346.55989533332,67210.90255566667,66019.37697033334,67157.06192066667,72370.73176333333,78513.188672,83820.56611866667,88207.84108233334,91450.94615533332,93675.46520966668
134,95864.460372,96215.21317833332,94482.19390266668,92023.40969866666,88721.01224299999,84594.36221033333,79973.64786800001,74968.67702999999,69844.549002,68522.18940733334,67331.55454133333,67199.713998,66009.315382,67156.58561033335,72377.07104366667,78512.57821033332,83814.472787,88195.10568266666,91436.483265,93663.48781233332
135,95850.82864866666,96204.34717566667,94468.92625066667,92015.64853766667,88718.66377500001,84593.46751833333,79973.97819666668,74967.61037533333,69844.05369000002,68501.832312,67316.55652266667,67188.64671266668,65999.165866,67156.22232833334,72383.41631033334,78511.97457033333,83808.38487,88182.372705,91422.02053766667,93651.51075199999
136,95837.19603866666,96193.49177733333,94455.65885633334,92007.879984,88716.31479966668,84592.57906433333,79974.30905233334,74966.53962733333,69843.52916533334,68481.47813300001,67301.565848,67177.66635200001,65988.92770633333,67155.97205866667,72389.767558,78511.37770366667,83802.30236799999,88169.64214933333,91407.557974,93639.53402866668
137,95823.562541,96182.64706266667,94442.39171966666,92000.104032,88713.965316,84591.69684566667,79974.64043666667,74965.46477933333,69842.97544766667,68461.12687266666,67286.58252566667,67166.77297633335,65978.60017933334,67155.834786,72396.12478033334,78510.787563,83796.22528133333,88156.91401466665,91393.09557466667,93627.55764233333
138,95809.92815400001,96171.813112,94429.124841,91992.32067599999,88711.615323,84590.82085966667,79974.97235133334,74964.38582533335,69842.39255500001,68440.77853366667,67271.606564,67155.96664666668,65968.182553,67155.95361299999,72402.48797199999,78510.20410066667,83790.15361,88144.188301,91378.63334,93615.58159366668
139,95796.292876,96160.99000633333,94415.85821966668,91984.52991,88709.26481966667,84589.95110366667,79975.30479833332,74963.302759,69841.78050733333,68420.43311866667,67256.63797133333,67145.24742366669,65957.67408833334,67156.49189033335,72408.857127,78509.62726966666,83784.08735466666,88131.46500733332,91364.17127033333,93603.60588233332
140,95782.65670533334,96150.17782799999,94402.59185666667,91976.73172833334,88706.91380533333,84589.08757466667,79975.63777999999,74962.21557399999,69841.13932266667,68400.09063033333,67241.67675599999,67134.61536833334,65947.07403700001,67157.459809,72415.23223966667,78509.057023,83778.02651533333,88118.74413366667,91349.70936666666,93591.63050833333
141,95769.01964000001,96139.37665966665,94389.32575166668,91968.92612566667,88704.56227899999,84588.23026933333,79975.97129799999,74961.12426366667,69840.46902066666,68379.75107099999,67226.72292666667,67124.07054133335,65936.38164366667,67158.724504,72421.69331299998,78508.493314,83771.97109233333,88106.02567933332,91335.24762966666,93579.655472
142,95755.381679,96128.586585,94376.05990533333,91961.11309633333,88702.21023966667,84587.37918500001,79976.30535466666,74960.02882166667,69839.76962033333,68359.41444333334,67211.77649166666,67113.55777733334,65925.59614366667,67160.13292333332,72428.24075499999,78507.93609566668,83765.92108566668,88093.30964433333,91320.78605966666,93567.68077366667
143,95741.74282,96117.80768866667,94362.794317,91953.29263433332,88699.85768599999,84586.53431866667,79976.63995133333,74958.92924133333,69839.04114100001,68339.08074966667,67196.83745966667,67102.93931666667,65914.71676433334,67161.68523633333,72434.873335,78507.385322,83759.876496,88080.596028,91306.32465733333,93555.70641333335
144,95728.10306200001,96107.04005633334,94349.528987,91945.464734,88697.50461766667,84585.69566799999,79976.97509066666,74957.82551666666,69838.283602,68318.749993,67181.905839,67092.21968266666,65903.74272433334,67163.38161366666,72441.50980533333,78506.84079166666,83753.83732333334,88067.88482966668,91291.86342333333,93543.73239099998
145,95714.462403,96096.28377400001,94336.26391566667,91937.62938966668,88695.15103333333,84584.86323,79977.31077433332,74956.71764133334,69837.49702233334,68298.42217566667,67166.98163833334,67081.45860033335,65892.67323366668,67165.22222833332,72448.14850633334,78506.30181866667,83747.80356800002,88055.17604866666,91277.40235833333,93531.75870666666
146,95700.82084166666,96085.53892866666,94322.999103,91929.786596,88692.79693233334,84584.03700166667,79977.64700466667,74955.60560866666,69836.681422,68278.09730033333,67152.06486566666,67070.79836466668,65881.507494,67167.20725533333,72454.78941066666,78505.76834899999,83741.77522966667,88042.46968466668,91262.94146299998,93519.785361
147,95687.17837566666,96074.80560833332,94309.73454933334,91921.93634666665,88690.44231333333,84583.21698033332,79977.98378333333,74954.48941233334,69835.83682066666,68257.77536933334,67137.15553033333,67060.23896433336,65870.34548233334,67169.38129866666,72461.43249166668,78505.24048433332,83735.75230933334,88029.76573766668,91248.48073766667,93507.81235366665
148,95673.53500366666,96064.08390233334,94296.47025433334,91914.07863633333,88688.08717566666,84582.40316266667,79978.32111233335,74953.36904566667,69834.96323766667,68237.45638500001,67122.25364033332,67049.78038833335,65859.41899066667,67171.83585466667,72468.077722,78504.71881266667,83729.73480666666,88017.06420666666,91234.02018300002,93495.839685
149,95659.890724,96053.37390033335,94283.20621833333,91906.21345933333,88685.73151833333,84581.59554666666,79978.65899366667,74952.24450300001,69834.06069266668,68217.14035033334,67107.35920466667,67039.42262566667,65848.72429166667,67174.566577,72474.72507466667,78504.20329033333,83723.72272233333,88004.36509133333,91219.55979933334,93483.867355
150,95646.24553533334,96042.67569333334,94269.94244166667,91898.34081000001,88683.37534033334,84580.79412866668,79978.99743,74951.11577733334,69833.12920533335,68196.82726800001,67092.47223133333,67029.16566466667,65838.15680433334,67177.52474466668,72481.37452200001,78503.693874,83717.71605599999,87991.668391,91205.09958766667,93471.895364
151,95632.59943566668,96031.98937266668,94256.67892433335,91890.46068233333,88681.01864066668,84579.99890666666,79979.33642299999,74949.98286233335,69832.168796,68176.51714066666,67077.59272933334,67019.00949433334,65827.48005433334,67180.61479766667,72488.026037,78503.19052,83711.71480833333,87978.97410533333,91190.63954833332,93459.923712
152,95618.95242333335,96021.31503133332,94243.41566633334,91882.57307066668,88678.66141866667,84579.20987733333,79979.67597466666,74948.84575133334,69831.17948466666,68156.20997033334,67062.720707,67008.95410366666,65816.693006,67183.83707266666,72494.679592,78502.69318533332,83705.718979,87966.282234,91176.17968233333,93447.952399
153,95605.30449666666,96010.65276299999,94230.15266766667,91874.67796933332,88676.303673,84578.42703866666,79980.016087,74947.70443833334,69830.16129133334,68135.90576000001,67047.85617333333,66998.99948166667,65805.79461066668,67187.19190866667,72501.33515966666,78502.20182666667,83699.72856866666,87953.59277599999,91161.71998966667,93435.98142533335
154,95591.655654,96000.00266233335,94216.88992833333,91866.77537266667,88673.94540266665,84577.65038733334,79980.35676233335,74946.55891666668,69829.11423600001,68115.604512,67032.99913666667,66989.145617,65794.78380633333,67190.67964666667,72507.992713,78501.71640199999,83693.74357766667,87940.90573133335,91147.26047166665,93424.010791
155,95578.00589333333,95989.364825,94203.62744866667,91858.86527466668,88671.58660666666,84576.87992066667,79980.69800333334,74945.40918,69828.03138966668,68095.30622966668,67018.14960566665,66979.39249833334,65783.65951733333,67194.30063066666,72514.65222433333,78501.247615,83687.764006,87928.221099,91132.80112833333,93412.04049633333
156,95564.35521333333,95978.73934733332,94190.36522866668,91850.94767000001,88669.22728433333,84576.11563566666,79981.03981133334,74944.25522166667,69826.96354433334,68075.01091466668,67003.30758866666,66969.74011500001,65772.42065466667,67198.05520633333,72521.31366633333,78500.79579866666,83681.78985399999,87915.53887866666,91118.34196066666,93400.070541
157,95550.70361199998,95968.12632733333,94177.10326866667,91843.02255266666,88666.86743466665,84575.35753,79981.38218899998,74943.09703566667,69825.90733633334,68054.71857033334,66988.47309466665,66960.18845566666,65761.06611533333,67202.038556,72527.977011,78500.360463,83675.82112133333,87902.85906966667,91103.88296866667,93388.10092566667
158,95537.051088,95957.52586366667,94163.841569,91835.08991666666,88664.50705633334,84574.60560066668,79981.72513766667,74941.93461499999,69824.866364,68034.42919866666,66973.64613266666,66950.73750933334,65749.594782,67206.29567133333,72534.64223133333,78499.93038066667,83669.85780900001,87890.18167166667,91089.42415333334,93376.13165
159,95523.39763933333,95946.938056,94150.58012933332,91827.14975633333,88662.14614866667,84573.85984533334,79982.06866033333,74940.76795366667,69823.786517,68014.14280266668,66958.82671099999,66941.38726433333,65738.00552300001,67210.83088133334,72541.30929966667,78499.504703,83663.89991633332,87877.506684,91074.96551533334,93364.16271466667
160,95509.74326433333,95936.36300533333,94137.31894999999,91819.20206600001,88659.78471033333,84573.120261,79982.41275866667,74939.597045,69822.66785299999,67993.85938466666,66944.01483866667,66932.13771000001,65726.29719233334,67215.55371600001,72547.97818833333,78499.08341166667,83657.94744433333,87864.83410633334,91060.50705566666,93352.19411933333
161,95496.08796133334,95925.80081333332,94124.05803066667,91811.24684033333,88657.422741,84572.38684533333,79982.75855533333,74938.42188266666,69821.51043000001,67973.57894733333,66929.210524,66922.98883533334,65714.46862833334,67220.42393266667,72554.64886933334,78498.66648766666,83651.99460633333,87852.16393766667,91046.04877433332,93340.22586433333
162,95482.43172866666,95915.25158299999,94110.797372,91803.284073,88655.06023900001,84571.65959533333,79983.10615600001,74937.24246,69820.31430566666,67953.30149333332,66914.43148666667,66913.94062933334,65702.51865533333,67225.44198966667,72561.39784166667,78498.25391266667,83646.03325966666,87839.496178,91031.590672,93328.25794966666
163,95468.77456466667,95904.71541833332,94097.53697366668,91795.31375833333,88652.69720400001,84570.93850833333,79983.45554166667,74936.05877033333,69819.07953833333,67933.02702533333,66899.73627499999,66904.99308100001,65690.446081,67230.60834933333,72568.27117,78497.84566833334,83640.08971466667,87826.83082633333,91017.13274933334,93316.29037566668
164,95455.11321433335,95894.19242466667,94084.27683599999,91787.33589,88650.33363433334,84570.22358166667,79983.80557266666,74934.87080766667,69817.80618533333,67912.75554600001,66885.12656833332,66895.92048933334,65678.24969866668,67235.95071066666,72575.266422,78497.44173633332,83634.17084600001,87814.16788233334,91002.67500733334,93304.32314233335
165,95441.43590533333,95883.68270866666,94071.01695899999,91779.35046300001,88647.96952933334,84569.51481266668,79984.15612566668,74933.67856533335,69816.494305,67892.487058,66870.586336,66886.59083700001,65665.92828500002,67241.54508466666,72582.30462499999,78497.04209799999,83628.28389866668,87801.50734499999,90988.21744633334,93292.35625000001
166,95427.74296833335,95873.18637733332,94057.75734299999,91771.357471,88645.604888,84568.81219866667,79984.50720233332,74932.48203700001,69815.143955,67872.221564,66856.05871833333,66876.99684366667,65653.52127933333,67247.38849533333,72589.337227,78496.64673533333,83622.401663,87788.85153,90973.76006666668,93280.38969833334
167,95414.03798800001,95862.70353966668,94044.497988,91763.35690900001,88643.23970933333,84568.11573700001,79984.85880466667,74931.28269733333,69813.75519400001,67851.95906633332,66841.543726,66867.35692900002,65641.04778033333,67253.45076766667,72596.36415866668,78496.25562966667,83616.522151,87776.20312933333,90959.30286899999,93268.423488
168,95400.33306699999,95852.234305,94031.238894,91755.34877033334,88640.87399233335,84567.42542533333,79985.21093433333,74930.113911,69812.32807999999,67831.69956766667,66827.041369,66857.79583766668,65628.50580466667,67259.653452,72603.38535033334,78495.868763,83610.64536066666,87763.56202999999,90944.84585433333,93256.45761866665
169,95386.62820566667,95841.77878466668,94017.98006133334,91747.33304966666,88638.507736,84566.741261,79985.56359300001,74928.97644866667,69810.86267133334,67811.44307066666,66812.551658,66848.31358700001,65615.85265733335,67265.997123,72610.40073266666,78495.48611700001,83604.77128999999,87750.92580199998,90930.38902300001,93244.49209066667
170,95372.92340366666,95831.33709066668,94004.72149000001,91739.30974066666,88636.14093933335,84566.06439333333,79985.91678233334,74927.86960166667,69809.359026,67791.189578,66798.07460333333,66838.910193,65603.065934,67272.48235933333,72617.41023600001,78495.10767366667,83598.89993666667,87738.29163933334,90915.93237566667,93232.52690433332
171,95359.218661,95820.90933699999,93991.46318,91731.27883766667,88633.77360133333,84565.41052533333,79986.270504,74926.76077266666,69807.81720233333,67770.93909233333,66783.61021566666,66829.69084266668,65590.144261,67279.10974433333,72624.413791,78494.732752,83593.03129833333,87725.65954033333,90901.475913,93220.56205966667
172,95345.51397766666,95810.49563800001,93978.20513166666,91723.240335,88631.40572066668,84564.77921033333,79986.62475999999,74925.64996133333,69806.23725933333,67750.69161633334,66769.15850533334,66820.69071633334,65577.08624633333,67285.87986533334,72631.411328,78494.35690566666,83587.16537233333,87713.02950399999,90887.01963566667,93208.59755666666
173,95331.80935400001,95800.09610966667,93964.94734466665,91715.19422666666,88629.03729666666,84564.16885100001,79986.97955199999,74924.537166,69804.619255,67730.44715266667,66754.719483,66811.90577933333,65563.89047833334,67292.79331433334,72638.40277766666,78493.980119,83581.30215666666,87700.40152866667,90872.56354433333,93196.63339533335
174,95318.10478966667,95789.710869,93951.68981966667,91707.14050733333,88626.66832833334,84563.563297,79987.334882,74923.42238633333,69802.96324833333,67710.205704,66740.34850466666,66803.22684333334,65550.55552566667,67299.85068766667,72645.38807,78493.60304200002,83575.44164866667,87687.77561333333,90858.10763933335,93184.669576
175,95304.400285,95779.34003533334,93938.43255633333,91699.07917066665,88624.29881466668,84562.96254833334,79987.69075166667,74922.305621,69801.26929733333,67689.96727266666,66726.05799866666,66794.614744,65537.07993733334,67307.05258633333,72652.36713533332,78493.230093,83569.58384600001,87675.15175633335,90843.65192133334,93172.706099
176,95290.69583966666,95768.983728,93925.17555533334,91691.010211,88621.92875433333,84562.366605,79988.047163,74921.18686966666,69799.537461,67669.73186133333,66711.84618833334,66786.06954933335,65523.462242333335,67314.26135599999,72659.339904,78492.86126266666,83563.72874633333,87662.52995633334,90829.196391,93160.74296433333
